Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc
group_11946,tam,Trans-aconitate 2-methyltransferase,15,15,1,983,23159,211,1,,266,758,725
group_121,flu_2,Antigen 43,15,15,1,983,10087,1,3955,,470,2846,769
group_122,flu_1,Antigen 43,15,15,1,983,6975,1,3853,,470,3122,1391
group_12205,,hypothetical protein,15,15,1,983,13311,1,23361,,1079,1079,1079
group_12332,cusR,Transcriptional regulatory protein CusR,15,15,1,983,30411,1,13726,,386,683,663
tagF,,Teichoic acid poly(glycerol phosphate) polymerase,15,15,1,983,10229,1,15512,,893,1691,1244
group_12882,,hypothetical protein,15,15,1,983,15879,1,5303,,644,893,868
group_1296,,IS3 family transposase IS629,15,15,1,983,31532,1,15377,,347,887,627
group_13039,pi-polB,Primer-independent DNA polymerase PolB,15,15,1,983,8801,1,15941,,200,2600,2440
group_13092,,hypothetical protein,15,15,1,983,9355,1,25426,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,89,89,89
group_13298,,hypothetical protein,15,15,1,983,13787,1,8744,,392,1019,542
group_13312,,hypothetical protein,15,15,1,983,19879,1,2442,,752,752,752
group_13313,,hypothetical protein,15,15,1,983,19882,1,2445,,221,224,223
group_13391,,hypothetical protein,15,15,1,983,18409,1,7388,,4532,4577,4563
group_13459,,hypothetical protein,15,15,1,983,1931,1,17258,,311,416,375
group_13468,,hypothetical protein,15,15,1,983,26369,1,24936,,233,233,233
group_13487,,hypothetical protein,15,15,1,983,8280,1,21580,,251,617,443
group_13491,intA_1,Prophage integrase IntA,15,15,1,983,5092,1,3515,,827,1259,1229
group_13496,,hypothetical protein,15,15,1,983,23045,1,4147,,1232,1337,1277
group_14128,yhjV,Inner membrane transport protein YhjV,15,15,1,983,30469,1,24233,,284,1271,1205
group_1451,,IS3 family transposase IS2,15,15,1,983,8503,1,6795,,620,905,869
group_14557,,hypothetical protein,15,15,1,983,11119,1,8752,,236,236,236
group_14622,,hypothetical protein,15,15,1,983,26270,1,24392,,365,1082,1034
group_14727,vapC_2,tRNA(fMet)-specific endonuclease VapC,15,15,1,983,31275,1,9529,,416,416,416
group_1491,,IS66 family transposase ISCro1,15,15,1,983,3827,1,17978,,308,770,739
group_1509,,hypothetical protein,15,15,1,983,33200,1,10866,,740,746,745
group_15092,,hypothetical protein,15,15,1,983,8239,1,21501,,1130,1538,1493
group_15097,,hypothetical protein,15,15,1,983,19913,1,3365,,116,119,118
group_15132,,IS110 family transposase ISEc66,15,15,1,983,5485,1,2616,,749,1019,998
group_15226,,hypothetical protein,15,15,1,983,8984,1,26608,,362,926,550
group_15230,,hypothetical protein,15,15,1,983,19427,1,7734,,509,509,509
group_15299,,hypothetical protein,15,15,1,983,26401,1,24925,,272,272,272
group_15338,,hypothetical protein,15,15,1,983,20959,1,784,,188,188,188
group_15355,,hypothetical protein,15,15,1,983,10431,1,5285,,497,1187,1115
group_15385,,hypothetical protein,15,15,1,983,35049,1,21210,,128,128,128
group_15402,,hypothetical protein,15,15,1,983,24535,1,26517,,248,296,251
group_15442,,hypothetical protein,15,15,1,983,23781,1,25832,,896,896,896
group_15532,,hypothetical protein,15,15,1,983,18408,1,7386,,335,335,335
group_15563,,hypothetical protein,15,15,1,983,26266,1,24389,,1031,1139,1131
wbnH,,O-antigen biosynthesis glycosyltransferase WbnH,15,15,1,983,32341,1,5014,,473,1097,1052
group_15689,,hypothetical protein,15,15,1,983,32344,1,5011,,836,1022,963
group_15710,der_2,GTPase Der,15,15,1,983,8276,1,17885,,293,1733,1349
group_15970,mqo,Malate:quinone oxidoreductase,15,15,1,983,19640,2002,1,,476,1646,1568
group_16387,,hypothetical protein,15,15,1,983,32972,1,11953,,305,305,305
group_16388,,hypothetical protein,15,15,1,983,32992,1,11993,,347,347,347
group_16510,,hypothetical protein,15,15,1,983,20229,1,17595,,977,995,979
group_16619,,hypothetical protein,15,15,1,983,22152,1,26256,,200,200,200
group_16620,,hypothetical protein,15,15,1,983,22150,1,26254,,281,281,281
group_16621,,hypothetical protein,15,15,1,983,22149,1,26253,,605,605,605
group_16780,,hypothetical protein,15,15,1,983,588,1,16874,,254,794,290
group_16917,,hypothetical protein,15,15,1,983,21140,1,836,,428,428,428
group_16950,,hypothetical protein,15,15,1,983,18318,1,13613,,137,137,137
group_16969,,hypothetical protein,15,15,1,983,26255,1,24379,,425,425,425
group_16979,,hypothetical protein,15,15,1,983,26214,1,24347,,218,389,377
group_17029,,hypothetical protein,15,15,1,983,17599,1,12732,,215,215,215
group_17109,,hypothetical protein,15,15,1,983,12354,1,20922,,365,371,365
group_17143,,hypothetical protein,15,15,1,983,35315,1,15234,,95,95,95
group_17170,recD2,ATP-dependent RecD-like DNA helicase,15,15,1,983,18246,1,16737,,1622,2939,2851
rtcA_2,,RNA 3'-terminal phosphate cyclase,15,15,1,983,32421,1,14025,,230,377,279
group_17242,,hypothetical protein,15,15,1,983,17901,1,13368,,464,464,464
group_17303,,hypothetical protein,15,15,1,983,15019,1,28887,,353,353,353
group_17350,,hypothetical protein,15,15,1,983,35604,1,14825,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,503,503,503
uhpB_2,,Signal transduction histidine-protein kinase/phosphatase UhpB,15,15,1,983,6324,1,5696,,1541,1541,1541
group_17468,,hypothetical protein,15,15,1,983,15327,1,482,,347,353,352
group_17571,,hypothetical protein,15,15,1,983,35442,1,14930,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,1118,1721,1680
group_17616,,hypothetical protein,15,15,1,983,848,1,3568,,131,173,170
group_17697,,hypothetical protein,15,15,1,983,32479,1,14372,,338,503,393
group_17737,,hypothetical protein,15,15,1,983,19232,1,6325,,188,188,188
group_17766,,hypothetical protein,15,15,1,983,16653,1,27597,,113,113,113
group_17791,yhcR_1,Endonuclease YhcR,15,15,1,983,35166,1,15137,,515,518,516
group_17865,,hypothetical protein,15,15,1,983,31437,1,14857,,251,251,251
group_17937,,hypothetical protein,15,15,1,983,19425,1,7731,,254,254,254
group_18201,intA_1,Prophage integrase IntA,15,15,1,983,14711,1,24846,,368,1241,1182
group_18560,,hypothetical protein,15,15,1,983,4224,1,24745,,281,287,281
group_18561,,hypothetical protein,15,15,1,983,4222,1,24739,,224,224,224
group_18710,,hypothetical protein,15,15,1,983,17231,1,17527,,434,1016,977
group_18727,,hypothetical protein,15,15,1,983,15958,1,5374,,314,746,717
group_18760,,hypothetical protein,15,15,1,983,33584,1,10852,,431,533,512
group_18782,,hypothetical protein,15,15,1,983,12316,1,8410,,269,269,269
group_18784,papK,Fimbrial adapter PapK,15,15,1,983,12323,1,8415,,566,587,585
mipA_4,,MltA-interacting protein,15,15,1,983,1927,1,17256,,746,746,746
group_18794,ompD_3,Outer membrane porin protein OmpD,15,15,1,983,18107,1,13661,,440,638,598
group_18818,,hypothetical protein,15,15,1,983,11448,1,8787,,245,245,245
group_18842,,hypothetical protein,15,15,1,983,27722,1,22792,,419,425,424
group_18999,,hypothetical protein,15,15,1,983,35412,1,15217,,842,842,842
hokB,,Toxic protein HokB,15,15,1,983,26469,2334,1,,149,149,149
group_19157,,hypothetical protein,15,15,1,983,12687,1,23473,,242,242,242
group_19164,,hypothetical protein,15,15,1,983,8285,1,21581,,194,194,194
group_19244,,hypothetical protein,15,15,1,983,24572,1,26720,,278,278,278
group_19305,hin_2,DNA-invertase hin,15,15,1,983,5967,1,7774,,539,539,539
group_1974,,ISAs1 family transposase ISEc1,15,15,1,983,27419,1,13780,,188,359,214
group_20036,,hypothetical protein,15,15,1,983,14222,1,20855,,281,281,281
group_20155,,hypothetical protein,15,15,1,983,20230,1,17596,,1706,1706,1706
group_20174,,hypothetical protein,15,15,1,983,459,1,19446,,230,230,230
group_20264,,hypothetical protein,15,15,1,983,10637,1,7844,,293,293,293
group_2029,,hypothetical protein,15,18,1.2,983,21325,1,24590,,206,1601,1046
group_20590,,hypothetical protein,15,15,1,983,6619,1,2453,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,287,287,287
group_20783,,hypothetical protein,15,15,1,983,17703,1,12647,,596,596,596
group_20888,,hypothetical protein,15,15,1,983,34176,1,9763,,608,608,608
group_20901,pglA,"N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase",15,15,1,983,10232,1,15515,,1139,1139,1139
group_20922,,hypothetical protein,15,15,1,983,22360,1,26430,,857,857,857
group_21034,,hypothetical protein,15,15,1,983,18524,1,649,,767,767,767
group_21072,sopB,Protein SopB,15,15,1,983,31364,1,16267,,971,971,971
repB_2,,RepFIB replication protein A,15,15,1,983,23133,1,4082,,1010,1010,1010
group_21115,,hypothetical protein,15,15,1,983,18243,1,16734,,1424,1424,1424
group_21239,,hypothetical protein,15,15,1,983,11605,1,19752,,470,470,470
group_21240,,hypothetical protein,15,15,1,983,11606,1,19753,,371,371,371
group_21579,,hypothetical protein,15,15,1,983,15022,1,28890,,338,338,338
group_21580,,hypothetical protein,15,15,1,983,15021,1,28889,,446,446,446
group_21587,,hypothetical protein,15,15,1,983,14116,1,20793,,200,200,200
group_21651,,hypothetical protein,15,15,1,983,1252,1,9465,,641,641,641
group_2173,,hypothetical protein,15,16,1.07,983,21404,1,24511,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,245,740,628
group_21730,,hypothetical protein,15,15,1,983,35579,1,14799,,254,254,254
group_21783,traL,Protein TraL,15,15,1,983,31664,1,15109,,752,752,752
group_21827,,hypothetical protein,15,15,1,983,20995,1,28814,,1001,1001,1001
group_22056,,hypothetical protein,15,15,1,983,17803,1,13507,,311,311,311
group_22407,intS_2,Prophage integrase IntS,15,15,1,983,9779,1,23769,,530,530,530
group_22484,,hypothetical protein,15,15,1,983,14727,1,24782,,242,242,242
group_22842,,hypothetical protein,15,15,1,983,8234,1,21502,,1190,1190,1190
group_22938,,hypothetical protein,15,15,1,983,19231,1,6344,,236,236,236
group_22982,,Manganese catalase,15,15,1,983,23526,1,25885,,890,890,890
yciF_2,,Protein YciF,15,15,1,983,23524,1,25883,,500,500,500
group_22985,,hypothetical protein,15,15,1,983,23523,1,25882,,182,182,182
group_23091,,hypothetical protein,15,15,1,983,35619,1,14764,,182,182,182
group_23092,,hypothetical protein,15,15,1,983,35618,1,14762,,437,437,437
group_23154,,hypothetical protein,15,15,1,983,7017,1,21392,,236,236,236
group_23332,,hypothetical protein,15,15,1,983,11831,1,28392,,221,221,221
group_2349,,hypothetical protein,15,15,1,983,33340,1,11210,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,365,857,824
group_23612,,hypothetical protein,15,15,1,983,8980,1,26604,,710,710,710
group_23613,,hypothetical protein,15,15,1,983,8979,1,26603,,311,311,311
cdiI_2,,Immunity protein CdiI,15,15,1,983,13843,1,8361,,365,365,365
group_23826,,hypothetical protein,15,15,1,983,14492,1,27893,,188,188,188
epsO,,Putative pyruvyl transferase EpsO,15,15,1,983,16226,1,5018,,950,950,950
group_25378,,hypothetical protein,15,15,1,983,32686,1,9682,,422,422,422
group_25379,parM,Plasmid segregation protein ParM,15,15,1,983,32685,1,9681,,980,980,980
group_258,,hypothetical protein,15,15,1,983,10116,1,3920,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,140,818,388
group_2608,,hypothetical protein,15,15,1,983,31321,1,9493,,590,623,598
group_26196,,hypothetical protein,15,15,1,983,4223,1,24740,,1688,1688,1688
group_2720,,hypothetical protein,15,15,1,983,31201,1,9284,,191,191,191
group_27222,,hypothetical protein,15,15,1,983,15280,1,29685,,524,524,524
group_27232,hha_2,Hemolysin expression-modulating protein Hha,15,15,1,983,33561,1,10857,,209,209,209
group_27233,,hypothetical protein,15,15,1,983,33809,1,10856,,236,236,236
group_27287,yfdX_2,Protein YfdX,15,15,1,983,18106,1,13660,,611,611,611
group_27845,,hypothetical protein,15,15,1,983,1488,1,18683,,254,254,254
group_27875,,hypothetical protein,15,15,1,983,23294,1,26730,,395,395,395
group_28030,,hypothetical protein,15,15,1,983,32342,1,5013,,842,842,842
group_281,,hypothetical protein,15,15,1,983,6926,1,6965,,140,818,756
mcjA,,Microcin J25,15,15,1,983,31403,1,15350,,176,176,176
group_2897,,hypothetical protein,15,15,1,983,7139,1,3793,,239,263,261
group_2898,,hypothetical protein,15,15,1,983,7138,1,21607,,218,239,235
group_29553,,hypothetical protein,15,15,1,983,13086,1,26896,,491,491,491
group_29787,,hypothetical protein,15,15,1,983,4000,1,17859,,428,428,428
group_2984,dinG_2,3'-5' exonuclease DinG,15,15,1,983,30882,1,19052,,173,848,713
group_3002,traN,Mating pair stabilization protein TraN,15,15,1,983,33499,1,10934,,296,1850,1146
group_30186,,hypothetical protein,15,15,1,983,23362,1,26757,,218,218,218
group_3070,,hypothetical protein,15,15,1,983,24126,1,25931,,599,743,618
group_30907,,hypothetical protein,15,15,1,983,5307,1,2841,,653,653,653
group_30908,,hypothetical protein,15,15,1,983,5306,1,2840,,2096,2096,2096
group_30909,intS_2,Prophage integrase IntS,15,15,1,983,5305,1,2839,,1190,1190,1190
group_31002,sctC,Type 3 secretion system secretin,15,15,1,983,23042,1,4157,,1265,1274,1267
group_3178,,hypothetical protein,15,15,1,983,18651,1,13193,,317,794,646
group_3201,relE2,hypothetical protein,15,15,1,983,33226,1,16922,,209,281,237
group_3290,,IS66 family transposase ISEc49,15,15,1,983,10654,1,7826,,284,1232,527
group_3466,,hypothetical protein,15,15,1,983,7290,1,6971,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,683,2516,2201
group_3475,,IS30 family transposase IS30,15,15,1,983,3331,1,6725,,266,1151,561
group_350,,hypothetical protein,15,15,1,983,11400,1,8679,,488,488,488
group_3565,,IS3 family transposase ISEc52,15,15,1,983,8899,1,8112,,302,302,302
group_369,,hypothetical protein,15,17,1.14,983,2038,1,17138,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,314,1778,741
group_3693,,hypothetical protein,15,15,1,983,10657,1,7820,,347,347,347
group_3797,,hypothetical protein,15,15,1,983,485,1,19294,,197,269,263
group_3854,,hypothetical protein,15,15,1,983,2663,1,23993,,350,350,350
group_4046,rop,Regulatory protein rop,15,15,1,983,34671,1,11567,,191,191,191
group_40658,,hypothetical protein,15,15,1,983,21936,1,28401,,206,206,206
group_4188,,hypothetical protein,15,15,1,983,30141,1,13982,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,149,482,317
group_428,cdiA_3,tRNA nuclease CdiA,15,15,1,983,14012,1,8471,,1109,9743,7438
group_4339,,IS21 family transposase IS21,15,15,1,983,2164,1,4579,,164,797,357
group_4375,crfC_2,Clamp-binding protein CrfC,15,15,1,983,2854,773,1,,260,2228,758
group_4391,,hypothetical protein,15,15,1,983,29040,1,27553,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,275,275,275
group_4469,,hypothetical protein,15,15,1,983,20794,1,28674,,296,296,296
group_451,,hypothetical protein,15,15,1,983,5533,1,8642,,374,1256,550
group_4537,,IS1 family transposase IS1A,15,15,1,1459,1,1814,1,Investigate,275,275,275
group_4649,,hypothetical protein,15,15,1,983,7591,1,8971,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,386,425,418
group_467,cbtA_1,Cytoskeleton-binding toxin CbtA,15,15,1,983,5429,1,3049,,377,377,377
group_4679,,hypothetical protein,15,15,1,983,28364,1,9075,,398,563,549
group_4867,,hypothetical protein,15,15,1,983,32575,1,10056,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,170,1361,1177
group_4914,,hypothetical protein,15,15,1,983,12237,1,13653,,89,233,165
group_5141,rusA,Crossover junction endodeoxyribonuclease RusA,15,15,1,983,20921,1,22044,,362,425,366
group_5152,,hypothetical protein,15,15,1,983,20790,1,857,,680,680,680
group_5168,,hypothetical protein,15,15,1,983,2373,1,9307,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,113,500,402
group_5286,,hypothetical protein,15,15,1,983,14477,1,20725,,458,824,799
group_5472,,IS21 family transposase ISPpu7,15,15,1,983,30401,1,17073,,266,1541,1102
group_5478,,hypothetical protein,15,15,1,983,13373,1,23172,,503,1586,673
group_5514,ylpA,Lipoprotein YlpA,15,15,1,983,33094,1,11033,,485,776,735
group_5524,clpP_2,ATP-dependent Clp protease proteolytic subunit,15,15,1,983,23497,1,26002,,239,2027,1629
group_5764,,hypothetical protein,15,15,1,983,6967,1,7863,,644,644,644
group_5791,,hypothetical protein,15,15,1,983,14825,1,29133,,1817,2687,2028
group_5793,pagN,Outer membrane protein PagN,15,15,1,983,4899,1,21181,,746,746,746
group_5794,pagN,Outer membrane protein PagN,15,15,1,983,8286,1,21582,,416,746,704
group_5806,emrY,putative multidrug resistance protein EmrY,15,15,1,983,19399,1,7746,,293,1538,1179
group_5808,,hypothetical protein,15,15,1,983,26975,2704,1,,251,3896,1170
group_5860,,hypothetical protein,15,15,1,983,2289,1,9336,,221,221,221
group_5884,,hypothetical protein,15,15,1,983,28916,1,27187,,203,203,203
group_5916,,hypothetical protein,15,15,1,983,20194,1,3586,,152,833,761
group_6077,,IS110 family transposase IS4321R,15,15,1,983,11477,1,2126,,587,1004,861
group_6080,,IS110 family transposase IS5075,15,15,1,983,11476,1,2125,,689,1004,773
group_6102,hin_1,DNA-invertase hin,15,15,1,983,9516,1,25476,,392,599,550
group_6228,dcuD_2,Putative cryptic C4-dicarboxylate transporter DcuD,15,15,1,983,4279,1,2870,,182,1367,1241
group_6365,,hypothetical protein,15,15,1,983,31219,1,9375,,221,221,221
group_6483,,hypothetical protein,15,15,1,983,7741,1,9858,,431,848,556
malT_2,,HTH-type transcriptional regulator MalT,15,15,1,983,32416,1,14026,,1868,2705,2478
group_6601,,hypothetical protein,15,15,1,983,33346,1,11152,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,254,590,395
group_6640,,hypothetical protein,15,15,1,983,21843,1,22165,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,269,353,347
